t,asset,p_bull,q0,q1,q2,q3,q4
109,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413223847746849,-0.006552383303642273,0.03395353630185127,0.09259422868490219
110,SPX,0.6000000238418579,-0.033975549042224884,-0.01630142331123352,0.0035524144768714905,0.011549081653356552,0.039448074996471405
110,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.03395353630185127,0.09259422868490219
111,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524144768714905,0.011549074202775955,0.039448074996471405
111,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.033953528851270676,0.0925942212343216
112,SPX,0.6000000238418579,-0.033975549042224884,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.03944806754589081
112,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413223475217819,-0.006552383303642273,0.033953528851270676,0.09259422868490219
113,SPX,0.6000000238418579,-0.03397554159164429,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.03944806754589081
113,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.033953528851270676,0.09259422868490219
114,SPX,0.6000000238418579,-0.033975549042224884,-0.016301415860652924,0.0035524070262908936,0.011549081653356552,0.03944806754589081
114,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.03395353630185127,0.09259422868490219
115,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524144768714905,0.011549081653356552,0.039448074996471405
115,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.033953528851270676,0.0925942212343216
116,SPX,0.6000000238418579,-0.03397554159164429,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.039448074996471405
116,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413223847746849,-0.006552383303642273,0.033953528851270676,0.09259422868490219
117,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524144768714905,0.011549070477485657,0.03944806754589081
117,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413224220275879,-0.006552383303642273,0.03395353630185127,0.09259422868490219
118,SPX,0.6000000238418579,-0.03397554159164429,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.03944806754589081
118,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413223847746849,-0.006552383303642273,0.03395353630185127,0.0925942212343216
119,SPX,0.6000000238418579,-0.03397554159164429,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.03944806754589081
119,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.03395353630185127,0.0925942212343216
120,SPX,0.6000000238418579,-0.03397554159164429,-0.016301415860652924,0.0035524144768714905,0.011549074202775955,0.039448074996471405
120,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224592804909,-0.006552383303642273,0.03395353630185127,0.0925942212343216
121,SPX,0.6000000238418579,-0.03397553786635399,-0.01630142331123352,0.0035524144768714905,0.011549074202775955,0.039448074996471405
121,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413223475217819,-0.006552383303642273,0.033953528851270676,0.09259422868490219
122,SPX,0.6000000238418579,-0.03397554159164429,-0.01630142331123352,0.0035524070262908936,0.011549066752195358,0.03944806754589081
122,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413223475217819,-0.006552383303642273,0.033953528851270676,0.09259422868490219
123,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524070262908936,0.011549066752195358,0.03944806754589081
123,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.03395353630185127,0.0925942212343216
124,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524070262908936,0.011549081653356552,0.03944806754589081
124,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.033953528851270676,0.0925942212343216
125,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524070262908936,0.011549081653356552,0.03944806754589081
125,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.033953528851270676,0.0925942212343216
126,SPX,0.6000000238418579,-0.03397555649280548,-0.016301415860652924,0.0035524070262908936,0.011549074202775955,0.03944806754589081
126,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.03395353630185127,0.09259422868490219
127,SPX,0.6000000238418579,-0.033975549042224884,-0.01630142331123352,0.0035524070262908936,0.011549077928066254,0.039448074996471405
127,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413223475217819,-0.006552383303642273,0.033953528851270676,0.0925942212343216
128,SPX,0.6000000238418579,-0.033975549042224884,-0.01630142331123352,0.0035524144768714905,0.011549074202775955,0.039448074996471405
128,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413223847746849,-0.006552383303642273,0.033953528851270676,0.09259422868490219
129,SPX,0.6000000238418579,-0.033975549042224884,-0.01630142331123352,0.0035524070262908936,0.011549070477485657,0.03944806754589081
129,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413224220275879,-0.006552383303642273,0.03395353630185127,0.09259422868490219
130,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.039448074996471405
130,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224592804909,-0.006552383303642273,0.03395353630185127,0.0925942212343216
131,SPX,0.6000000238418579,-0.033975549042224884,-0.016301415860652924,0.0035524070262908936,0.011549081653356552,0.03944806754589081
131,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224592804909,-0.006552383303642273,0.03395353630185127,0.0925942212343216
132,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524144768714905,0.011549081653356552,0.03944806754589081
132,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.033953528851270676,0.0925942212343216
133,SPX,0.6000000238418579,-0.033975549042224884,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.039448074996471405
133,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413224220275879,-0.006552383303642273,0.033953528851270676,0.09259422868490219
134,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524144768714905,0.011549074202775955,0.039448074996471405
134,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413223847746849,-0.006552383303642273,0.033953528851270676,0.0925942212343216
135,SPX,0.6000000238418579,-0.033975549042224884,-0.01630142331123352,0.0035524144768714905,0.011549074202775955,0.03944806754589081
135,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.03395353630185127,0.09259422868490219
136,SPX,0.6000000238418579,-0.03397554159164429,-0.01630142331123352,0.0035524070262908936,0.011549066752195358,0.039448074996471405
136,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413223475217819,-0.006552383303642273,0.033953528851270676,0.09259422868490219
137,SPX,0.6000000238418579,-0.03397554159164429,-0.01630142331123352,0.0035523995757102966,0.011549074202775955,0.03944806754589081
137,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224592804909,-0.006552383303642273,0.03395353630185127,0.0925942212343216
138,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.039448074996471405
138,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.03395353630185127,0.0925942212343216
139,SPX,0.6000000238418579,-0.03397554159164429,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.039448074996471405
139,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413223475217819,-0.006552383303642273,0.03395352140069008,0.09259422868490219
140,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524144768714905,0.011549074202775955,0.039448074996471405
140,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413223847746849,-0.006552383303642273,0.033953528851270676,0.09259423613548279
141,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.039448074996471405
141,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.033953528851270676,0.0925942212343216
142,SPX,0.6000000238418579,-0.033975545316934586,-0.016301415860652924,0.0035524070262908936,0.011549081653356552,0.039448074996471405
142,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.03395353630185127,0.0925942212343216
143,SPX,0.6000000238418579,-0.033975545316934586,-0.016301415860652924,0.0035524070262908936,0.011549081653356552,0.039448074996471405
143,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.03395353630185127,0.0925942212343216
144,SPX,0.6000000238418579,-0.033975549042224884,-0.01630142331123352,0.0035524144768714905,0.011549081653356552,0.039448074996471405
144,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224592804909,-0.006552383303642273,0.03395353630185127,0.09259422868490219
145,SPX,0.6000000238418579,-0.033975549042224884,-0.016301415860652924,0.0035524144768714905,0.011549081653356552,0.039448074996471405
145,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.03395353630185127,0.09259422868490219
146,SPX,0.6000000238418579,-0.033975545316934586,-0.016301415860652924,0.0035524144768714905,0.011549074202775955,0.03944806754589081
146,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413223475217819,-0.006552383303642273,0.03395353630185127,0.09259422868490219
147,SPX,0.6000000238418579,-0.03397554159164429,-0.01630142331123352,0.0035524070262908936,0.011549066752195358,0.039448074996471405
147,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413223475217819,-0.006552383303642273,0.033953528851270676,0.09259422868490219
148,SPX,0.6000000238418579,-0.03397554159164429,-0.01630142331123352,0.0035523995757102966,0.011549074202775955,0.03944806754589081
148,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224592804909,-0.006552383303642273,0.03395353630185127,0.0925942212343216
149,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.03944806754589081
149,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413223847746849,-0.006552383303642273,0.03395353630185127,0.0925942212343216
150,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.039448074996471405
150,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413223475217819,-0.006552383303642273,0.03395353630185127,0.09259422868490219
151,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524144768714905,0.011549074202775955,0.039448074996471405
151,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413223475217819,-0.006552383303642273,0.033953528851270676,0.09259423613548279
152,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524070262908936,0.011549081653356552,0.039448074996471405
152,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413223847746849,-0.006552383303642273,0.03395353630185127,0.09259422868490219
153,SPX,0.6000000238418579,-0.03397554159164429,-0.01630142331123352,0.0035524070262908936,0.011549081653356552,0.039448074996471405
153,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413223847746849,-0.006552383303642273,0.033953528851270676,0.0925942212343216
154,SPX,0.6000000238418579,-0.033975549042224884,-0.01630142331123352,0.0035524070262908936,0.011549081653356552,0.039448074996471405
154,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224592804909,-0.006552383303642273,0.03395353630185127,0.09259422868490219
155,SPX,0.6000000238418579,-0.033975549042224884,-0.01630142331123352,0.0035524144768714905,0.011549081653356552,0.039448074996471405
155,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.033953528851270676,0.0925942212343216
156,SPX,0.6000000238418579,-0.033975549042224884,-0.01630142331123352,0.0035524144768714905,0.011549081653356552,0.039448074996471405
156,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413223847746849,-0.006552383303642273,0.03395353630185127,0.09259422868490219
157,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524144768714905,0.011549074202775955,0.039448074996471405
157,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413223475217819,-0.006552383303642273,0.033953528851270676,0.09259422868490219
158,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.039448074996471405
158,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413223847746849,-0.006552383303642273,0.03395353630185127,0.09259422868490219
159,SPX,0.6000000238418579,-0.03397554159164429,-0.01630142331123352,0.0035524144768714905,0.011549066752195358,0.039448074996471405
159,CMC200,0.4000000059604645,-0.10417667776346207,-0.03413223847746849,-0.006552383303642273,0.033953528851270676,0.09259422868490219
160,SPX,0.6000000238418579,-0.033975545316934586,-0.016301415860652924,0.0035523995757102966,0.011549074202775955,0.03944806754589081
160,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.03395353630185127,0.0925942212343216
161,SPX,0.6000000238418579,-0.03397554159164429,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.039448074996471405
161,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.03395353630185127,0.0925942212343216
162,SPX,0.6000000238418579,-0.03397554159164429,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.03944806754589081
162,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413223475217819,-0.006552383303642273,0.033953528851270676,0.09259422868490219
163,SPX,0.6000000238418579,-0.033975545316934586,-0.01630142331123352,0.0035524070262908936,0.011549074202775955,0.03944806754589081
163,CMC200,0.4000000059604645,-0.10417668521404266,-0.03413224220275879,-0.006552383303642273,0.03395353630185127,0.09259422868490219
