quintil,t,SPX_ret,SPX_cumret,CMC200_ret,CMC200_cumret
4,54,-0.032544,0.092495,-0.079508,-0.004323
4,55,-0.030106,0.059604,-0.078989,-0.082971
4,56,0.044408,0.106659,0.107894,0.015971
4,57,-0.006581,0.099376,-0.011892,0.003889
4,58,0.044628,0.148439,0.105049,0.109347
4,59,0.018519,0.169707,0.031481,0.144270
4,60,-0.034878,0.128911,-0.081371,0.051160
4,61,-0.033378,0.091229,-0.079120,-0.032008
4,62,-0.030546,0.057897,-0.078837,-0.108321
4,63,-0.028038,0.028235,-0.079641,-0.179335
4,64,-0.003672,0.024459,-0.007901,-0.185820
4,65,0.001971,0.026479,0.010624,-0.177170
4,66,0.002832,0.029386,0.010562,-0.168479
4,67,0.046159,0.076901,0.106915,-0.079577
4,68,-0.007951,0.068338,-0.015475,-0.093820
4,69,0.045851,0.117322,0.104206,0.000609
4,70,0.019899,0.139556,0.033498,0.034127
4,71,0.019962,0.162304,0.033887,0.069170
4,72,0.003525,0.166402,-0.000371,0.068774
4,73,-0.008637,0.156327,-0.023033,0.044157
4,74,0.017356,0.176396,0.030568,0.076075
4,75,0.043994,0.228150,0.102473,0.186344
4,76,-0.008879,0.217246,-0.021354,0.161011
4,77,0.017855,0.238980,0.031860,0.198001
4,78,-0.008223,0.228792,-0.021112,0.172709
4,79,0.044499,0.283472,0.102512,0.292926
4,80,0.043745,0.339618,0.102127,0.424968
4,81,-0.036854,0.290248,-0.080155,0.310750
4,82,0.044477,0.347634,0.101610,0.443935
4,83,0.018134,0.372072,0.033234,0.491922
4,84,-0.009072,0.359624,-0.021830,0.459354
4,85,-0.008089,0.348627,-0.021009,0.428694
4,86,0.004224,0.354323,0.001277,0.430518
4,87,-0.033131,0.309454,-0.080004,0.316072
4,88,-0.030628,0.269348,-0.079450,0.211509
4,89,0.044526,0.325867,0.107514,0.341763
4,90,-0.006588,0.317132,-0.012449,0.325060
4,91,0.003572,0.321838,0.006481,0.333648
4,92,0.003697,0.326725,0.005913,0.341533
4,93,0.045273,0.386790,0.104527,0.481760
4,94,-0.008561,0.374918,-0.018470,0.454392
4,95,-0.008099,0.363783,-0.019310,0.426308
4,96,-0.033635,0.317912,-0.080015,0.312182
4,97,0.015846,0.338796,0.027521,0.348294
4,98,0.003629,0.343655,0.005382,0.355550
4,99,0.044982,0.404095,0.104895,0.497740
4,100,-0.008245,0.392518,-0.017355,0.471746
4,101,0.004033,0.398135,0.003269,0.476556
4,102,0.004038,0.403780,0.002956,0.480921
4,103,-0.007234,0.393625,-0.018461,0.453582
4,104,0.004384,0.399735,0.003518,0.458696
4,105,0.016580,0.422943,0.028881,0.500825
4,106,0.004591,0.429475,0.003636,0.506282
4,107,-0.007196,0.419188,-0.017828,0.479427
4,108,0.016843,0.443091,0.029150,0.522552
4,109,-0.032965,0.395519,-0.081089,0.399090
4,110,0.003892,0.400950,0.004755,0.405743
4,111,0.003812,0.406291,0.005511,0.413489
4,112,0.016105,0.428939,0.027714,0.452663
4,113,-0.031737,0.383589,-0.082056,0.333463
4,114,-0.006136,0.375099,-0.013835,0.315015
4,115,0.015614,0.396570,0.026529,0.349901
4,116,0.016325,0.419369,0.027633,0.387203
4,117,-0.031845,0.374170,-0.082308,0.273026
4,118,0.044754,0.435670,0.106034,0.408010
4,119,0.043915,0.498717,0.104622,0.555319
4,120,-0.009558,0.484392,-0.019128,0.525570
4,121,-0.035297,0.431997,-0.079946,0.403607
4,122,-0.032888,0.384902,-0.078614,0.293263
4,123,0.002530,0.388407,0.005102,0.299862
4,124,0.002999,0.392570,0.006734,0.308615
4,125,-0.005362,0.385103,-0.012761,0.291915
4,126,0.003898,0.390502,0.007496,0.301600
4,127,0.004069,0.396160,0.007153,0.310910
4,128,0.045959,0.460326,0.105341,0.449002
4,129,0.003948,0.466092,0.004282,0.455207
4,130,-0.034550,0.415438,-0.081201,0.337042
4,131,0.017260,0.439869,0.029226,0.376119
4,132,0.044667,0.504184,0.104199,0.519510
4,133,0.043758,0.570005,0.103121,0.676203
4,134,-0.035991,0.513499,-0.080992,0.540444
4,135,0.018176,0.541009,0.031540,0.589029
4,136,0.017496,0.567970,0.030835,0.638027
4,137,-0.008143,0.555203,-0.019801,0.605593
4,138,0.004124,0.561617,0.001850,0.608563
4,139,0.004306,0.568341,0.002419,0.612455
4,140,0.044380,0.637944,0.103611,0.779524
4,141,-0.008494,0.624030,-0.019349,0.745092
4,142,-0.034578,0.567875,-0.079997,0.605489
4,143,0.044913,0.638293,0.104368,0.773052
4,144,0.044038,0.710439,0.103469,0.956508
4,145,-0.009358,0.694433,-0.019691,0.917982
4,146,-0.008701,0.679689,-0.020591,0.878489
4,147,0.017314,0.708771,0.030293,0.935395
4,148,0.017173,0.738117,0.030459,0.994345
4,149,0.004404,0.745772,0.001609,0.997554
4,150,-0.007664,0.732392,-0.019640,0.958323
4,151,0.004580,0.740326,0.002315,0.962857
4,152,-0.006773,0.728539,-0.017815,0.927889
4,153,-0.006351,0.717562,-0.016775,0.895549
4,154,0.045280,0.795333,0.104894,1.094380
4,155,0.017630,0.826984,0.031373,1.160088
4,156,0.044273,0.907869,0.102878,1.382314
4,157,0.043578,0.991010,0.101959,1.625213
4,158,0.043226,1.077073,0.100825,1.889900
4,159,-0.010893,1.054447,-0.028036,1.808880
4,160,0.019427,1.094358,0.034875,1.906839
4,161,0.043678,1.185836,0.099637,2.196470
4,162,0.043024,1.279878,0.099682,2.515100
4,163,0.019552,1.324454,0.037440,2.646706
5,1,0.018385,0.018385,0.032831,0.032831
5,2,0.005831,0.024323,0.000309,0.033150
5,3,0.018384,0.043154,0.032857,0.067097
5,4,-0.035830,0.005777,-0.079869,-0.018131
5,5,-0.033085,-0.027498,-0.078547,-0.095254
5,6,-0.005027,-0.032387,-0.014018,-0.107937
5,7,-0.004607,-0.036845,-0.012253,-0.118867
5,8,0.014817,-0.022574,0.025881,-0.096063
5,9,-0.029798,-0.051699,-0.083154,-0.171229
5,10,0.003213,-0.048652,0.008126,-0.164495
5,11,0.003248,-0.045563,0.008106,-0.157723
5,12,0.003674,-0.042056,0.007720,-0.151220
5,13,-0.006332,-0.048121,-0.014464,-0.163498
5,14,-0.006184,-0.054008,-0.014853,-0.175922
5,15,-0.030913,-0.083251,-0.081965,-0.243467
5,16,-0.005012,-0.087846,-0.012314,-0.252783
5,17,0.015362,-0.073833,0.025680,-0.233595
5,18,0.003568,-0.070529,0.007931,-0.227516
5,19,0.045643,-0.028105,0.105700,-0.145865
5,20,0.044646,0.015285,0.104281,-0.056795
5,21,0.043956,0.059914,0.102656,0.040031
5,22,0.002807,0.062889,-0.001601,0.038365
5,23,0.043967,0.109621,0.100139,0.142347
5,24,0.002954,0.112899,-0.003996,0.137782
5,25,0.043509,0.161321,0.099635,0.251145
5,26,-0.009725,0.150027,-0.026349,0.218179
5,27,-0.038448,0.105811,-0.077695,0.123532
5,28,-0.006731,0.098367,-0.019930,0.101141
5,29,0.014943,0.114780,0.027653,0.131590
5,30,-0.031570,0.079587,-0.081108,0.039809
5,31,-0.005475,0.073677,-0.013284,0.025996
5,32,0.003605,0.077547,0.006795,0.032967
5,33,0.045278,0.126336,0.105992,0.142453
5,34,0.017806,0.146392,0.030720,0.177550
5,35,0.044351,0.197235,0.103347,0.299246
5,36,-0.036295,0.153781,-0.081303,0.193613
5,37,-0.008400,0.144090,-0.020114,0.169604
5,38,0.003204,0.147756,0.002512,0.172543
5,39,-0.032374,0.110598,-0.080284,0.078406
5,40,0.003372,0.114342,0.005386,0.084215
5,41,-0.029693,0.081254,-0.081475,-0.004121
5,42,0.044829,0.129725,0.107519,0.102954
5,43,-0.006968,0.121853,-0.012805,0.088830
5,44,0.044874,0.172195,0.104911,0.203060
5,45,-0.008807,0.161872,-0.017502,0.182005
5,46,-0.008277,0.152255,-0.018758,0.159833
5,47,0.003686,0.156503,0.003375,0.163748
5,48,0.004012,0.161143,0.003636,0.167979
5,49,-0.032731,0.123137,-0.080878,0.073515
5,50,0.045198,0.173901,0.105719,0.187006
5,51,0.044225,0.225817,0.104467,0.311009
5,52,0.003533,0.230148,0.002498,0.314283
5,53,-0.035489,0.186492,-0.080313,0.208729
5,54,0.003183,0.190268,0.002424,0.211659
5,55,0.044550,0.243294,0.103862,0.337505
5,56,0.017603,0.265180,0.031458,0.379580
5,57,0.018283,0.288311,0.032250,0.424071
5,58,0.018498,0.312142,0.032618,0.470522
5,59,0.018505,0.336424,0.032786,0.518734
5,60,0.043410,0.394438,0.101515,0.672907
5,61,0.042969,0.454356,0.101049,0.841954
5,62,0.019964,0.483391,0.037298,0.910655
5,63,0.043160,0.547414,0.099464,1.100697
5,64,0.003361,0.552615,-0.005945,1.088208
5,65,-0.009428,0.537977,-0.027684,1.030399
5,66,0.017362,0.564679,0.032064,1.095501
5,67,-0.007805,0.552467,-0.022837,1.047646
5,68,-0.007117,0.541418,-0.020574,1.005518
5,69,0.004832,0.548867,0.001501,1.008530
5,70,0.015691,0.573170,0.028592,1.065957
5,71,0.016399,0.598969,0.029499,1.126900
5,72,-0.033620,0.545212,-0.081212,0.954170
5,73,-0.006616,0.534989,-0.015874,0.923150
5,74,0.015535,0.558834,0.027160,0.975381
5,75,-0.006394,0.548866,-0.014828,0.946091
5,76,0.004226,0.555412,0.005628,0.957043
5,77,0.004273,0.562058,0.005511,0.967828
5,78,-0.031852,0.512304,-0.081774,0.806911
5,79,0.045381,0.580935,0.106370,0.999113
5,80,0.017295,0.608277,0.029837,1.058761
5,81,-0.032958,0.555272,-0.081616,0.890733
5,82,0.003087,0.560073,0.004586,0.899403
5,83,0.003239,0.565127,0.004981,0.908864
5,84,0.044736,0.635144,0.104749,1.108815
5,85,0.018071,0.664693,0.031623,1.175503
5,86,0.018765,0.695930,0.032512,1.246233
5,87,0.043765,0.770154,0.102114,1.475604
5,88,-0.037529,0.703721,-0.080066,1.277393
5,89,-0.035660,0.642967,-0.077898,1.099989
5,90,0.015752,0.668846,0.028155,1.159114
5,91,0.044478,0.743073,0.104168,1.384025
5,92,0.043679,0.819208,0.103159,1.629958
5,93,0.003537,0.825643,0.001032,1.632672
5,94,0.043758,0.905529,0.101223,1.899158
5,95,-0.037806,0.833489,-0.079827,1.667726
5,96,0.044365,0.914832,0.101488,1.938468
5,97,0.018051,0.949396,0.032896,2.035133
5,98,-0.035952,0.879311,-0.079357,1.794273
5,99,0.003534,0.885952,0.001118,1.797397
5,100,0.044172,0.969259,0.103303,2.086375
5,101,0.017274,1.003276,0.031578,2.183836
5,102,-0.008723,0.985802,-0.019978,2.120231
5,103,0.017488,1.020529,0.030791,2.216304
5,104,-0.034720,0.950376,-0.080081,1.958741
5,105,0.003867,0.957919,0.002960,1.967499
5,106,-0.031391,0.896458,-0.080304,1.729197
5,107,-0.029286,0.840918,-0.079966,1.510954
5,108,-0.027405,0.790468,-0.080309,1.309301
5,109,-0.003757,0.783741,-0.007397,1.292218
5,110,0.044640,0.863367,0.109182,1.542487
5,111,0.044252,0.945825,0.106592,1.813495
5,112,0.002878,0.951424,0.005740,1.829644
5,113,0.044604,1.038466,0.102884,2.120770
5,114,0.002842,1.044260,0.000839,2.123389
5,115,-0.037739,0.967111,-0.079604,1.874756
5,116,0.017463,1.001463,0.029953,1.960863
5,117,0.044437,1.090401,0.102980,2.265771
5,118,-0.008549,1.072531,-0.019463,2.202210
5,119,0.004065,1.080956,0.001546,2.207161
5,120,0.044368,1.173285,0.102606,2.536236
5,121,0.018338,1.213139,0.033235,2.653763
5,122,-0.009113,1.192971,-0.022140,2.572867
5,123,0.044238,1.289984,0.101789,2.936547
5,124,0.018483,1.332309,0.033824,3.069696
5,125,-0.009147,1.310976,-0.023155,2.975464
5,126,0.044142,1.412987,0.101421,3.378658
5,127,0.018323,1.457199,0.033907,3.527126
5,128,0.018510,1.502681,0.033885,3.680527
5,129,0.043495,1.611536,0.100721,4.151956
5,130,0.004017,1.622026,-0.003289,4.135010
5,131,-0.038595,1.520831,-0.078278,3.733052
5,132,-0.007293,1.502447,-0.020733,3.634923
5,133,-0.032726,1.420552,-0.078849,3.269463
5,134,-0.004872,1.408760,-0.013503,3.211812
5,135,0.044958,1.517053,0.106329,3.659650
5,136,-0.006999,1.499435,-0.013949,3.594652
5,137,0.003937,1.509276,0.005549,3.620148
5,138,0.045205,1.622709,0.104165,4.101405
5,139,-0.008740,1.599787,-0.018853,4.005227
5,140,-0.008197,1.578477,-0.019603,3.907110
5,141,-0.033762,1.491422,-0.079917,3.514950
5,142,-0.005709,1.477200,-0.015238,3.446151
5,143,0.015120,1.514656,0.026383,3.563453
5,144,0.045041,1.627918,0.105381,4.044355
5,145,0.003900,1.638165,0.004451,4.066805
5,146,0.044549,1.755693,0.103145,4.589420
5,147,-0.009548,1.729383,-0.021338,4.470151
5,148,0.003740,1.739592,0.000632,4.473607
5,149,-0.007879,1.718006,-0.020905,4.359180
5,150,-0.034097,1.625330,-0.079442,3.933437
5,151,0.015350,1.665630,0.027399,4.068606
5,152,0.044689,1.784753,0.104981,4.600713
5,153,-0.007948,1.762620,-0.016620,4.507629
5,154,-0.033172,1.670977,-0.080991,4.061562
5,155,-0.031301,1.587374,-0.079541,3.658962
5,156,-0.005050,1.574307,-0.011987,3.603114
5,157,0.014479,1.611581,0.024882,3.717649
5,158,0.044837,1.728678,0.106309,4.219175
5,159,0.044114,1.849049,0.104648,4.765349
5,160,-0.009799,1.821133,-0.019980,4.650157
5,161,0.003311,1.830473,0.001571,4.659035
5,162,0.003545,1.840508,0.001266,4.666201
5,163,-0.035004,1.741078,-0.079821,4.213918
